"(Intercept)"	"din"	"discharge"	"do.def"	"rip_open"	"tmean"	"din:tmean"	"R^2"	"df"	"logLik"	"AICc"	"delta"	"weight"
-0.15813624923147	-0.135035702681106	0.226284145008824	0.594268148524324	NA	0.41198178856812	0.347385622760696	0.639843223981521	7	-44.9114626425569	106.48959195178	0	0.432310294077539
-0.14558358817687	-0.114169515151456	NA	0.510304284739637	NA	0.535124621214465	0.319810579094563	0.609703735049646	6	-46.9206296140348	107.794747600163	1.3051556483822	0.225104734270402
-0.152913496233738	-0.0750775235449386	0.213163311024195	0.59640838252204	-0.0927766003761009	0.413179904072621	0.335912546148219	0.644412798814493	8	-44.5922397733741	108.696674668699	2.2070827169189	0.143394883165145
-0.139504449461674	-0.0347152785986541	NA	0.519783331619681	-0.125475918467792	0.527088100747049	0.306456238146866	0.618247418459129	7	-46.3672946642902	109.401255995247	2.91166404346652	0.100817462730191
4.62616335292984e-16	NA	NA	0.592395435604108	-0.210778344257089	0.453401656125282	NA	0.555179736016625	5	-50.1897344881233	111.743105339883	5.25351338810245	0.0312614875328748
3.73018196507309e-16	-0.222020966360507	NA	0.630320484696019	NA	0.491468133149373	NA	0.545006137686609	5	-50.7550752387135	112.873786841063	6.38419488928281	0.0177617302906816
5.78301952744733e-16	NA	0.144540644223117	0.639366150799873	-0.204784867468436	0.364694020151046	NA	0.56782565957035	6	-49.4687038188099	112.890896009713	6.40130405793232	0.0176104341316962
3.08179500444405e-16	NA	NA	0.50577615304196	NA	0.415724692077931	NA	0.521109981541074	4	-52.0347511149854	112.95839111886	6.46879916707928	0.0170260414198035
5.30869789026458e-16	-0.246217062702364	0.18150531784884	0.705969330403231	NA	0.38967443261169	NA	0.564706872183576	6	-49.6484685326977	113.250425437488	6.76083348570788	0.0147129323816669
